@relation 'Data_Clean_WEKA-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT2 >= 38719) and (ATT2 <= 39040)-weka.filters.unsupervised.attribute.Remove-Rfirst-7,15-21'

@attribute AvgOddsDiff numeric
@attribute P1_Seed {'not seeded',2,8,5,6,7,1,3,4,9,13,11,12,14,10,15,16,29,32,26,21,22,27,18,30,31,17,25,19,23,28,20,24,33}
@attribute P1_Entry {WC,regular,Q,LL,PR,SE,Alt}
@attribute SameHand {TRUE,FALSE}
@attribute HeightDiff numeric
@attribute SameCountry {FALSE,TRUE}
@attribute AgeDiff numeric
@attribute PtsDiffNorm numeric
@attribute P2_Result {W,L}

@data
-0.2474,8,regular,TRUE,-18,FALSE,-0.501027,-0.00058,W
-0.8928,'not seeded',regular,TRUE,5,FALSE,0.481862,-0.014206,L
-2.8894,5,regular,FALSE,8,FALSE,-5.889117,-0.010173,L
-1.512,6,regular,TRUE,0,FALSE,0.867899,-0.012923,L
4.452,'not seeded',regular,TRUE,-5,FALSE,-4.210815,-0.121865,W
-16.34975,1,regular,TRUE,7,FALSE,-8.66256,0.356551,L
0.967,'not seeded',regular,FALSE,5,FALSE,-2.201232,-0.048911,W
-1.4694,7,regular,TRUE,-3,FALSE,-7.545517,0.007424,L
0.221,'not seeded',Q,TRUE,5,TRUE,0.145106,-0.042923,W
1.419,'not seeded',regular,TRUE,5,FALSE,9.831622,-0.016894,W
0.4682,'not seeded',regular,TRUE,3,FALSE,-3.572895,-0.022577,L
-0.8628,4,regular,TRUE,11,FALSE,-3.696099,0.02166,W
-2.5438,3,regular,TRUE,0,FALSE,-1.169062,0.030764,W
0.298,'not seeded',regular,FALSE,-5,FALSE,-3.739904,-0.033636,L
1.3398,'not seeded',WC,TRUE,8,FALSE,11.249829,-0.043778,W
-4.9702,5,regular,TRUE,-5,FALSE,4.150582,0.024043,W
-0.61,'not seeded',regular,TRUE,-5,FALSE,-6.099932,-0.018666,L
10.6648,'not seeded',regular,TRUE,-2,FALSE,-3.857632,-0.388935,W
-1.6416,2,regular,TRUE,-13,FALSE,-1.158111,0.060337,L
-0.496,6,regular,TRUE,6,FALSE,1.6564,0.02166,L
-0.5458,7,regular,TRUE,8,FALSE,-3.720739,0.006385,L
-3.6612,2,regular,TRUE,-5,FALSE,0.260096,0.078178,W
2.6784,'not seeded',Q,TRUE,3,FALSE,2.206708,-0.042373,W
-0.3856,'not seeded',regular,TRUE,5,FALSE,4.227242,-0.017994,L
1.0984,'not seeded',regular,FALSE,-18,FALSE,5.867214,-0.015856,L
3.8958,'not seeded',Q,FALSE,-3,FALSE,3.178645,-0.039868,W
-6.6634,1,regular,TRUE,2,FALSE,2.639288,0.106651,W
-6.4062,1,regular,TRUE,8,FALSE,-0.900753,0.09052,L
-0.1228,6,regular,TRUE,-13,FALSE,6.157426,-0.015489,W
-8.3474,1,regular,TRUE,-3,FALSE,-3.348392,0.347997,L
2.1584,'not seeded',regular,FALSE,7,FALSE,4.717317,-0.07329,W
2.6198,'not seeded',regular,TRUE,3,FALSE,-2.140999,-0.078422,W
-3.0052,6,regular,TRUE,18,FALSE,-1.921971,0.027831,L
-1.7018,7,regular,TRUE,10,FALSE,-4.988364,-0.008035,L
-2.0508,3,regular,TRUE,15,FALSE,3.101985,0.012373,L
-0.991,'not seeded',regular,TRUE,-5,FALSE,3.59206,-0.006446,L
-1.3686,7,regular,FALSE,5,FALSE,-0.396988,0.003574,W
-2.2402,1,regular,FALSE,0,FALSE,4.13963,0.08551,L
-1.7818,4,regular,TRUE,-8,FALSE,3.022587,0.004185,W
-10.2572,1,regular,TRUE,-8,FALSE,5.065024,0.334311,L
0.311,3,regular,TRUE,5,FALSE,2.250513,-0.047322,L
-1.1178,6,regular,TRUE,11,FALSE,-5.163587,0.011884,W
-1.9246,2,regular,TRUE,3,FALSE,3.151266,0.030764,W
-1.3104,'not seeded',regular,TRUE,5,FALSE,0.613279,-0.015611,W
-0.728,1,regular,TRUE,3,FALSE,-2.557153,0.058992,L
-3.3856,1,regular,TRUE,0,FALSE,3.26078,0.08942,L
-2.6874,5,regular,FALSE,-18,FALSE,5.462012,0.058443,W
-2.3974,8,regular,TRUE,-3,FALSE,-7.340178,0.010784,L
5.455,'not seeded',regular,TRUE,7,FALSE,0.145106,-0.050622,W
-6.021,1,regular,TRUE,-3,FALSE,-6.603696,0.102374,L
0.0842,'not seeded',regular,TRUE,-2,FALSE,5.327858,-0.018361,L
-0.5868,'not seeded',regular,FALSE,7,FALSE,1.727584,-0.011884,W
-1.078,'not seeded',regular,TRUE,5,FALSE,-9.155373,-0.009379,L
-1.535,8,regular,FALSE,5,FALSE,-1.623546,0.000642,W
1.9658,'not seeded',regular,FALSE,0,FALSE,14.075291,-0.016283,W
0.7456,'not seeded',regular,TRUE,-10,FALSE,-2.392882,0.001314,W
1.9196,'not seeded',Q,TRUE,-15,FALSE,3.351129,-0.040418,L
0.752,'not seeded',regular,TRUE,-5,FALSE,0.25462,-0.011212,W
-2.562,1,regular,TRUE,3,FALSE,0.128679,0.062536,L
-1.1124,2,regular,TRUE,-10,FALSE,-3.969884,0.057343,L
1.8644,'not seeded',WC,TRUE,-2,FALSE,0.884326,-0.050133,L
1.2724,'not seeded',regular,TRUE,0,FALSE,2.9295,-0.040662,L
-0.0766,'not seeded',regular,TRUE,-15,FALSE,-1.752225,-0.004857,W
-0.0834,'not seeded',regular,TRUE,-2,TRUE,8.221766,-0.033636,W
-0.469,'not seeded',regular,TRUE,20,FALSE,-3.84668,-0.016283,W
-3.508,3,regular,TRUE,8,FALSE,-4.131417,0.032658,W
1.1348,'not seeded',regular,TRUE,0,FALSE,-0.544832,-0.061681,L
-0.6628,6,regular,TRUE,-5,FALSE,0.616016,0.034247,W
0.3792,'not seeded',regular,TRUE,18,FALSE,-4.29295,-0.084288,W
0.1796,'not seeded',Q,TRUE,-3,FALSE,-1.667351,-0.00944,L
-2.5844,4,regular,TRUE,0,FALSE,1.763176,0.042801,W
1.535,'not seeded',LL,FALSE,-3,FALSE,-0.36961,-0.044145,L
-3.5958,1,regular,TRUE,0,FALSE,3.811088,0.060948,L
-0.3258,5,regular,TRUE,6,FALSE,3.123888,0.030764,L
-1.7966,'not seeded',regular,TRUE,2,FALSE,-3.868583,0.033941,L
1.1144,'not seeded',Q,TRUE,22,FALSE,1.535934,-0.051905,W
2.5284,'not seeded',regular,FALSE,-7,FALSE,4.966461,-0.047689,W
-2.948,1,regular,FALSE,-3,FALSE,0.238193,0.092598,L
0.8578,'not seeded',regular,TRUE,-8,FALSE,6.603696,-0.013961,W
0.0022,'not seeded',regular,TRUE,-5,FALSE,1.785079,-0.004491,W
1.973,'not seeded',regular,TRUE,5,FALSE,4.714579,-0.118688,W
0.6828,'not seeded',WC,FALSE,11,FALSE,-1.437372,-0.036813,W
-1.1112,'not seeded',regular,TRUE,13,FALSE,-0.818617,-0.030825,L
-0.98275,'not seeded',Q,TRUE,-12,FALSE,6.28063,-0.011823,L
-0.2966,'not seeded',regular,TRUE,7,FALSE,-3.663244,-0.022638,L
0.805,5,regular,TRUE,13,FALSE,-3.66872,-0.043045,L
-2.449,8,regular,TRUE,12,FALSE,-2.028747,0.024287,L
-0.1918,2,regular,TRUE,7,FALSE,-1.201916,0.015611,W
0.7716,'not seeded',regular,FALSE,-2,FALSE,1.785079,-0.047628,W
-4.2992,1,regular,TRUE,-10,FALSE,2.989733,0.097364,W
-1.7464,5,regular,TRUE,13,FALSE,0.99384,0.025693,L
-0.244,8,regular,TRUE,7,FALSE,1.429158,-0.08551,L
-0.6382,'not seeded',regular,TRUE,-5,FALSE,0.607803,0.015183,L
0.3418,7,regular,FALSE,17,FALSE,-0.50924,-0.017994,L
1.7988,'not seeded',regular,TRUE,0,FALSE,-3.542779,-0.023493,W
-1.2306,5,regular,FALSE,11,FALSE,-2.685832,0.000947,W
-3.864,27,regular,TRUE,0,FALSE,2.110883,0.015428,W
-1.3268,'not seeded',regular,TRUE,0,FALSE,5.215606,-0.002413,W
-3.7616,10,regular,TRUE,-10,FALSE,0.396988,0.055632,L
-0.1254,11,regular,TRUE,-5,FALSE,-1.089665,0.030397,L
0.6642,'not seeded',Q,TRUE,3,TRUE,0.386037,-0.027037,L
-2.681,'not seeded',regular,FALSE,0,FALSE,9.399042,0.005224,W
-1.5836,13,regular,FALSE,0,FALSE,-1.377139,0.03333,L
-5.1354,16,regular,TRUE,-5,FALSE,-4.019165,0.0483,L
-2.0304,18,regular,TRUE,13,FALSE,-7.540041,0.025876,L
6.2458,'not seeded',regular,TRUE,5,FALSE,-2.811773,-0.054777,W
-6.0798,19,regular,TRUE,13,FALSE,-3.170431,0.032597,L
24.4848,'not seeded',Q,TRUE,-3,FALSE,0.43258,-0.195307,W
5.7024,'not seeded',regular,FALSE,5,FALSE,6.773443,-0.043595,W
-0.2326,'not seeded',regular,TRUE,2,FALSE,1.932923,-0.014267,L
-9.0188,4,regular,TRUE,7,FALSE,-0.391513,0.105429,L
5.9684,'not seeded',regular,TRUE,-8,FALSE,4.334018,-0.028931,W
-1.8936,'not seeded',regular,TRUE,-13,FALSE,-8.388775,0.001619,L
6.9002,'not seeded',regular,TRUE,-16,FALSE,0.848734,-0.030092,W
-0.6958,'not seeded',regular,TRUE,-5,FALSE,1.607118,-0.012801,L
2.3938,'not seeded',regular,TRUE,-18,FALSE,2.379192,-0.029909,W
1.3366,'not seeded',regular,TRUE,7,FALSE,0.520192,-0.021171,W
7.1698,'not seeded',WC,FALSE,8,FALSE,-6.365503,-0.13268,W
-0.2586,'not seeded',regular,TRUE,0,FALSE,5.590691,-0.001986,L
-3.2066,32,regular,TRUE,7,FALSE,-2.581793,0.007668,W
-3.026,'not seeded',regular,TRUE,10,FALSE,-2.329911,-0.013412,L
-31.412,1,regular,TRUE,-3,FALSE,5.081451,0.38203,L
0.06325,'not seeded',Q,FALSE,-15,FALSE,-9.045859,-0.032292,W
-1.7414,'not seeded',regular,TRUE,10,FALSE,0.334018,0.005407,W
-0.8346,'not seeded',WC,TRUE,0,FALSE,4.722793,-0.023432,L
-6.136,12,regular,TRUE,-2,FALSE,2.529774,0.055326,L
-3.2218,15,regular,TRUE,5,FALSE,-4.032854,0.04164,L
0.8078,'not seeded',WC,TRUE,8,FALSE,-0.960986,-0.027709,L
5.4116,'not seeded',Q,TRUE,-5,FALSE,-2.732375,-0.106651,L
-1.0158,21,regular,TRUE,-2,FALSE,1.941136,0.014389,L
3.526,'not seeded',regular,TRUE,-2,FALSE,-2.105407,-0.067058,W
-1.6842,25,regular,TRUE,-21,FALSE,-1.555099,0.034369,L
3.8552,'not seeded',WC,FALSE,22,FALSE,0.670773,-0.062414,W
2.1072,'not seeded',regular,TRUE,2,FALSE,10.579055,-0.037241,W
2.119,'not seeded',regular,TRUE,-8,FALSE,-3.534565,-0.044267,W
1.259,14,regular,TRUE,-3,FALSE,-8.208077,0.025143,W
-0.4244,'not seeded',regular,TRUE,-12,TRUE,4.071184,-0.024715,W
-2.0158,5,regular,TRUE,-30,FALSE,-2.258727,0.091987,L
0.8908,'not seeded',regular,TRUE,0,FALSE,7.70705,-0.01054,L
-7.7534,3,regular,TRUE,-3,FALSE,-1.054073,0.088198,L
-1.6516,'not seeded',regular,TRUE,10,FALSE,-10.795346,-0.020744,W
1.3632,'not seeded',regular,TRUE,-10,FALSE,7.753593,-0.026426,W
-0.887,'not seeded',regular,FALSE,10,FALSE,11.63039,-0.022027,W
3.152,'not seeded',regular,TRUE,-13,FALSE,5.963039,-0.055693,L
1.0318,'not seeded',regular,TRUE,-23,TRUE,3.518138,0.002413,W
1.1604,'not seeded',regular,TRUE,-12,FALSE,4.50924,-0.021905,W
-3.1352,6,regular,TRUE,-23,FALSE,-0.481862,0.063819,L
1.9738,'not seeded',regular,TRUE,8,FALSE,-3.334702,-0.013717,W
0.1978,'not seeded',regular,TRUE,-5,FALSE,0.027379,-0.001436,L
2.9594,'not seeded',Q,TRUE,8,FALSE,3.008898,-0.124003,W
-4.2686,19,regular,TRUE,13,FALSE,-0.722793,0.037302,W
-0.4832,10,regular,TRUE,-5,FALSE,5.322382,0.032658,L
2.4434,'not seeded',regular,TRUE,5,FALSE,4.224504,-0.086243,W
0.7598,'not seeded',Q,TRUE,-3,FALSE,1.453799,-0.025204,L
-6.672,13,regular,FALSE,0,FALSE,-1.141684,0.061253,W
0.1938,16,regular,TRUE,-5,FALSE,0.616016,0.032108,L
-3.2786,18,regular,TRUE,6,FALSE,-4.731006,0.040357,L
-4.7014,26,regular,FALSE,7,FALSE,3.548255,0.032536,L
8.646,'not seeded',regular,TRUE,8,FALSE,3.540041,-0.168423,W
-0.9862,31,regular,TRUE,-5,FALSE,1.631759,0.005346,L
-2.8322,4,regular,TRUE,-3,FALSE,3.23614,0.083127,L
0.7384,'not seeded',regular,TRUE,-2,FALSE,-6.554415,-0.062964,L
0.881,'not seeded',regular,TRUE,5,FALSE,-1.13347,-0.022577,W
4.6744,'not seeded',regular,TRUE,-15,FALSE,-4.577687,-0.119421,W
-19.8822,1,regular,TRUE,-5,FALSE,2.157426,0.36089,L
2.9362,'not seeded',WC,TRUE,15,FALSE,1.385352,-0.062047,L
-5.576,12,regular,FALSE,-20,FALSE,-6.847365,0.052638,L
-3.2384,15,regular,TRUE,3,FALSE,4.358658,0.055999,L
-5.3112,21,regular,TRUE,3,FALSE,5.330595,0.026793,L
-2.698,23,regular,TRUE,0,FALSE,-5.251198,0.032597,L
-4.9612,25,regular,TRUE,-10,FALSE,5.83436,0.020071,L
-0.38,30,regular,TRUE,8,FALSE,-4.862423,-0.00999,L
6.0362,'not seeded',regular,TRUE,-10,FALSE,1.661875,-0.032536,W
1.5064,'not seeded',Q,TRUE,-7,FALSE,-1.275838,-0.049094,W
-5.6734,5,regular,TRUE,-2,FALSE,-2.852841,0.101702,L
1.5572,'not seeded',regular,TRUE,10,FALSE,1.489391,-0.116671,L
-0.8436,'not seeded',regular,TRUE,5,FALSE,-0.947296,-0.01445,L
-0.3512,28,regular,FALSE,-5,FALSE,-1.399042,0.010357,W
-1.9724,10,regular,TRUE,-3,FALSE,9.763176,0.061436,L
-1.2324,18,regular,TRUE,21,FALSE,-1.993155,-0.031742,W
-1.7948,20,regular,TRUE,5,FALSE,2.340862,-0.022882,W
9.5462,'not seeded',Q,TRUE,-3,FALSE,0.692676,-0.189686,W
-1.1972,4,regular,FALSE,-5,FALSE,-0.443532,0.052882,L
-2.198,'not seeded',regular,FALSE,0,FALSE,-3.835729,0.011701,L
-0.915,8,regular,TRUE,-3,FALSE,-5.998631,0.073046,W
-2.202,7,regular,FALSE,5,FALSE,2.507871,0.061436,L
-15.6682,1,regular,TRUE,-11,FALSE,-4.090349,0.339749,L
-0.223,15,regular,TRUE,0,FALSE,-2.606434,0.000642,W
0.7432,6,regular,TRUE,0,FALSE,-3.627652,0.050133,W
-5.4392,'not seeded',regular,TRUE,5,FALSE,1.409993,0.015061,L
0.3594,'not seeded',regular,TRUE,-5,FALSE,1.327858,-0.030275,W
-1.1926,'not seeded',regular,TRUE,-3,FALSE,2.811773,-0.003697,L
-1.504,4,regular,TRUE,0,FALSE,0.328542,0.036996,L
4.3302,'not seeded',regular,TRUE,-5,FALSE,-2.798084,-0.163474,L
-1.6968,11,regular,TRUE,-3,FALSE,-9.311431,0.047689,W
1.0592,10,regular,TRUE,-13,FALSE,3.986311,-0.049461,W
-7.9334,1,regular,TRUE,-3,FALSE,-3.348392,0.34372,L
0.6848,'not seeded',regular,TRUE,7,FALSE,-2.151951,-0.048544,W
-1.0748,25,regular,TRUE,-10,TRUE,3.624914,0.005652,L
-1.2178,5,regular,TRUE,-5,FALSE,-3.408624,0.033025,L
-3.7208,4,regular,TRUE,2,FALSE,-9.062286,0.092598,L
1.65,'not seeded',regular,TRUE,-10,FALSE,-6.247775,-0.108178,L
12.965,5,regular,TRUE,-7,FALSE,0.183436,-0.283781,W
0.1848,25,regular,TRUE,-8,FALSE,-0.898015,-0.025021,W
1.5932,'not seeded',regular,TRUE,3,FALSE,-3.457906,-0.119787,L
-8.6214,1,regular,TRUE,2,FALSE,-4.093087,0.319891,L
5.4332,'not seeded',regular,TRUE,-2,FALSE,-3.857632,-0.38588,W
-0.4014,'not seeded',regular,TRUE,10,FALSE,-14.855578,-0.023371,L
-3.978,6,regular,FALSE,-3,FALSE,-0.024641,0.033758,L
1.1564,'not seeded',regular,TRUE,-12,FALSE,-3.279945,-0.030031,W
-0.797,'not seeded',regular,TRUE,10,FALSE,-3.33744,-0.018544,W
-0.314,'not seeded',regular,TRUE,5,FALSE,-7.290897,-0.023982,L
-0.512,'not seeded',regular,TRUE,0,TRUE,-7.622177,-0.016344,W
0.6748,'not seeded',regular,TRUE,2,FALSE,5.670089,-0.019522,L
-1.182,'not seeded',WC,TRUE,3,FALSE,-0.657084,-0.028992,W
-0.7744,'not seeded',regular,TRUE,7,FALSE,-3.238877,-0.013289,W
-0.9282,3,regular,TRUE,-3,FALSE,-13.812457,0.026426,L
-0.349667,'not seeded',Q,FALSE,-8,FALSE,7.381246,-0.02887,L
0.713667,'not seeded',Q,TRUE,13,FALSE,-7.559206,-0.03773,L
-0.8016,5,regular,TRUE,11,FALSE,-1.297741,0.02386,L
-3.2992,3,regular,TRUE,7,FALSE,-1.002053,0.010784,L
-0.5806,2,regular,TRUE,-8,FALSE,2.986995,0.046284,W
1.6914,'not seeded',regular,FALSE,3,TRUE,3.26078,-0.029359,W
2.9494,'not seeded',regular,TRUE,-3,FALSE,1.267625,-0.025387,W
-4.5442,1,regular,FALSE,5,FALSE,10.647502,0.089054,L
-2.6326,2,regular,TRUE,3,FALSE,-6.759754,0.051477,W
-5.1258,1,regular,TRUE,-8,FALSE,-0.922656,0.084716,W
1.689,'not seeded',Q,FALSE,-8,FALSE,8.232717,-0.049339,L
-5.8894,4,regular,TRUE,8,FALSE,3.493498,0.019583,L
0.649,8,regular,FALSE,-5,FALSE,2.899384,0.003086,L
2.521,'not seeded',regular,TRUE,11,FALSE,3.47707,-0.046284,W
0.831,'not seeded',Q,TRUE,10,TRUE,-1.305955,-0.034858,L
-0.0598,3,regular,TRUE,0,FALSE,-11.780972,0.026976,W
-2.0876,'not seeded',regular,TRUE,5,FALSE,-6.398357,-0.003452,L
-3.6378,1,regular,TRUE,3,FALSE,8.156057,0.093331,L
-1.9772,'not seeded',regular,TRUE,28,FALSE,-2.844627,-0.008096,L
1.3452,'not seeded',regular,TRUE,-5,FALSE,3.219713,-0.029848,W
-0.458,6,regular,TRUE,-8,TRUE,-0.892539,0.000397,L
1.0384,'not seeded',regular,TRUE,-3,FALSE,-6.157426,-0.028198,W
1.0838,'not seeded',regular,TRUE,5,FALSE,-5.275838,-0.02276,W
2.9572,'not seeded',Q,FALSE,5,FALSE,-3.865845,-0.061192,L
-0.417,6,regular,FALSE,2,FALSE,0.922656,0.01164,W
4.758,'not seeded',regular,FALSE,-3,FALSE,5.919233,-0.127058,W
0.674,'not seeded',regular,FALSE,5,FALSE,5.234771,-0.030397,W
-0.903,5,regular,TRUE,-12,TRUE,-5.084189,0.033025,W
2.6714,'not seeded',regular,TRUE,-8,FALSE,4.607803,-0.02832,W
1.6044,'not seeded',Q,TRUE,7,TRUE,-5.32512,-0.043351,W
1.4666,'not seeded',regular,TRUE,3,FALSE,-8.481862,-0.072557,L
-6.1978,1,regular,TRUE,-5,FALSE,6.546201,0.08661,L
-0.2654,6,regular,TRUE,-8,TRUE,-2.888433,-0.00779,W
-3.0838,1,regular,TRUE,-8,FALSE,13.097878,0.08386,W
4.567,'not seeded',regular,TRUE,15,FALSE,-8.15332,-0.097425,W
-1.903,'not seeded',regular,FALSE,33,FALSE,-2.154689,0.005224,W
-2.9652,4,regular,FALSE,-5,FALSE,5.097878,0.006629,L
-3.5352,4,regular,TRUE,5,FALSE,-4.180698,0.011029,L
-1.7294,'not seeded',regular,TRUE,-5,FALSE,9.459274,-0.008585,L
-2.3374,1,regular,TRUE,10,FALSE,3.268994,0.082822,L
0.6916,'not seeded',regular,TRUE,-3,FALSE,-1.459274,-0.02331,W
1.5946,'not seeded',Q,TRUE,5,TRUE,1.801506,-0.035958,W
-4.1888,2,regular,TRUE,3,FALSE,2.264203,0.044756,L
-1.7664,'not seeded',regular,FALSE,10,FALSE,2.324435,0.018972,W
-1.4876,3,regular,TRUE,-5,FALSE,3.211499,0.001069,L
-0.7374,3,regular,TRUE,7,FALSE,-4.785763,0.006385,L
3.8962,'not seeded',regular,TRUE,-5,FALSE,-8.175222,-0.133352,W
-1.5374,4,regular,TRUE,3,FALSE,2.294319,-0.012251,L
-2.3254,4,regular,TRUE,5,FALSE,-3.70705,0.009196,L
1.4906,'not seeded',regular,TRUE,3,FALSE,-2.874743,-0.046589,W
0.3712,3,regular,TRUE,7,FALSE,-3.028063,-0.004674,L
4.4472,'not seeded',Q,FALSE,-18,FALSE,2.206708,-0.149971,W
-1.346,2,regular,TRUE,0,TRUE,-0.80219,0.045245,W
0.779,'not seeded',regular,TRUE,10,FALSE,8.145106,-0.024226,L
2.1244,'not seeded',WC,TRUE,15,FALSE,-8.613279,-0.092048,W
-0.0348,'not seeded',regular,TRUE,11,TRUE,-6.806297,-0.021355,W
1.9222,'not seeded',WC,TRUE,-2,FALSE,0.561259,-0.039929,W
-1.6362,'not seeded',regular,FALSE,2,FALSE,3.430527,0.028687,W
0.2026,'not seeded',regular,TRUE,-15,FALSE,-4.134155,-0.010479,L
-1.9156,1,regular,FALSE,17,FALSE,-5.371663,0.208383,L
0.2945,'not seeded',regular,FALSE,-8,FALSE,-0.862423,-0.010845,W
4.81425,'not seeded',Q,TRUE,-12,FALSE,-10.737851,-0.063697,W
3.0444,'not seeded',regular,TRUE,-3,FALSE,1.267625,-0.031497,W
-0.687667,'not seeded',regular,TRUE,-13,TRUE,-4.761123,0.000825,L
-0.2306,'not seeded',regular,TRUE,3,FALSE,4.457221,-0.02997,L
-5.6674,3,regular,TRUE,8,FALSE,-2.464066,0.080866,L
1.7664,'not seeded',WC,TRUE,-2,FALSE,5.429158,-0.046284,W
-7.3666,2,regular,TRUE,-10,FALSE,-3.723477,0.090154,L
-0.28,'not seeded',regular,TRUE,-3,FALSE,-2.707734,-0.010418,W
-1.6584,'not seeded',regular,TRUE,-10,FALSE,2.297057,-0.015794,L
0.1486,6,regular,TRUE,13,FALSE,1.215606,-0.006324,L
-1.0124,8,regular,TRUE,-18,TRUE,8.260096,-0.004796,L
0.6722,'not seeded',regular,TRUE,-5,FALSE,2.483231,-0.039685,W
3.5232,'not seeded',regular,TRUE,10,FALSE,6.732375,-0.046711,W
-5.7168,4,regular,TRUE,15,FALSE,-1.897331,-0.000764,L
-0.3608,4,regular,TRUE,2,FALSE,-2.286105,0.03333,W
-2.9576,2,regular,TRUE,8,FALSE,0.238193,0.088321,L
2.9596,'not seeded',regular,TRUE,-2,FALSE,10.721424,-0.025754,W
-0.638,'not seeded',regular,TRUE,-5,FALSE,4.205339,-0.014145,W
2.8364,'not seeded',WC,TRUE,-12,TRUE,8.501027,-0.074817,L
-0.8998,'not seeded',regular,FALSE,5,FALSE,9.976728,-0.014939,L
1.1725,'not seeded',regular,TRUE,-13,FALSE,6.157426,-0.024654,W
-6.3066,5,regular,TRUE,7,FALSE,5.117043,0.043778,W
-3.79,2,regular,TRUE,-8,FALSE,-4.019165,0.085632,W
0.489,'not seeded',regular,TRUE,-10,FALSE,10.546201,-0.011884,W
3.3328,'not seeded',regular,TRUE,-2,FALSE,4.558522,-0.085388,W
1.5874,'not seeded',WC,TRUE,16,FALSE,5.478439,-0.097241,L
-2.9672,3,regular,TRUE,0,FALSE,0.375086,0.047872,L
-3.2832,1,regular,FALSE,2,FALSE,-1.431896,0.235512,L
-1.1414,8,regular,TRUE,-8,FALSE,4.073922,0.015611,L
0.31225,'not seeded',regular,TRUE,-7,FALSE,-3.118412,-0.028992,W
1.2948,'not seeded',regular,TRUE,0,FALSE,-3.126626,-0.047139,L
0.6528,'not seeded',regular,FALSE,15,FALSE,-0.741958,-0.0183,W
2.828,'not seeded',regular,TRUE,-8,FALSE,-4.320329,-0.086427,W
0.282,'not seeded',WC,FALSE,-15,FALSE,5.91102,-0.038096,L
0.5518,'not seeded',Q,TRUE,3,FALSE,5.40178,-0.024837,W
2.29925,'not seeded',regular,FALSE,5,FALSE,11.737166,-0.035652,L
1.55075,'not seeded',WC,TRUE,3,FALSE,7.767283,-0.026365,W
